date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-06-08 23:59:59,CovidNewsBot,,0,0,0,"Experts Suggest New Child #Syndrome Is Result of #Covid19 | Social Reach: Low ",,,#Syndrome #Covid19,1270143569966309383,https://twitter.com/CovidNewsBot/status/1270143569966309383
2020-06-08 23:59:59,OTCMarketsExprt,,0,0,3,"#PEMTF Is Our Top Choice In The CBD Sector. Record Revenues + Rapidly Growing Customer Base [Huge Upside] Full Report | Click Here &gt;&gt; http://www.icontact-archive.com/archive?c=925383&amp;f=3061&amp;s=47575&amp;m=2655593&amp;t=26c3e87153f8ba47a77c9453161c2fea17ff9c99e6bb3e47722dea0cfee172ff #daytrader #investorrelations #nyse #nasdaq #weed #preciousmetals #stocktrading #swingtrader #profits #covid #covid19",,,#PEMTF #daytrader #investorrelations #nyse #nasdaq #weed #preciousmetals #stocktrading #swingtrader #profits #covid #covid19,1270143569190420486,https://twitter.com/OTCMarketsExprt/status/1270143569190420486
2020-06-08 23:59:58,jennaworldpeace,,0,0,0,"There is a pandemic bigger than #COVID19. It’s racism. It’s more contagious and harder to cure.",,,#COVID19,1270143565495181313,https://twitter.com/jennaworldpeace/status/1270143565495181313
2020-06-08 23:59:58,looniepatriot,,1,1,0,"Rioters BOMB Chicago Police #riot #riots #USAProtest #COVID19 ",,,#riot #riots #USAProtest #COVID19,1270143563028930561,https://twitter.com/looniepatriot/status/1270143563028930561
2020-06-08 23:59:56,MPPPlanifica,,0,2,2,"#HaceInstantes || Vp. Ejecutiva, @drodriven2 informó que en las últimas 24 horas #8Junio no se han reportado casos de #covid19 de transmisión comunitaria, además de 96 casos producto de contacto con viajeros (90 provenientes de Colombia y 6 del personal de apoyo)",,@drodriven2,#HaceInstantes #8Junio #covid19,1270143555475050498,https://twitter.com/MPPPlanifica/status/1270143555475050498
2020-06-08 23:59:56,ScienCell,,0,0,1,"SPECIAL ANNOUNCEMENT: FDA just approved our petition to add ScienCell Viral Isolation Kit (Cat #MB891) for EUA use! #FDA #EUA #RNA #coronavirus #COVID19 #testing https://www.sciencellonline.com/viral-rna-isolation-kit.html",,,#MB891 #FDA #EUA #RNA #coronavirus #COVID19 #testing,1270143555122716673,https://twitter.com/ScienCell/status/1270143555122716673
2020-06-08 23:59:55,OIMGuatemala,,0,2,3,"#COVID19 20 agencias de la #ONU apoyando la respuesta a la COVID-19 en #Guatemala https://guatemala.un.org/es/43710-20-agencias-de-la-onu-apoyando-respuesta-covid-19-en-guatemala",,,#COVID19 #ONU #Guatemala,1270143551821750273,https://twitter.com/OIMGuatemala/status/1270143551821750273
2020-06-08 23:59:55,sureboydavis,EchikaC,0,0,0,"Mosquito coil. Mabasi! When they say in Nigeria covid19 Isolation center kills faster than the virus itself this is a true testament to that saying. Yeye country Na to renovate National Assembly important pass.",,,,1270143550601269248,https://twitter.com/sureboydavis/status/1270143550601269248
2020-06-08 23:59:54,CPLSLaw,,0,0,0,"#christyfoley #emediation #cplspa #teepersad #lawfirm #covid19 http://cplspa.com LIKE &amp; SHARE! https://conta.cc/3f1FutO",,,#christyfoley #emediation #cplspa #teepersad #lawfirm #covid19,1270143548126609408,https://twitter.com/CPLSLaw/status/1270143548126609408
2020-06-08 23:59:53,Canda_Bisnis2,,0,0,2,"Bali lombok dll Sudah kena #COVID19 eh kena Ombak besar @BNPB_Indonesia",,@BNPB_Indonesia,#COVID19,1270143544523554816,https://twitter.com/Canda_Bisnis2/status/1270143544523554816
2020-06-08 23:59:53,luigiaguilar,,3,34,31,"Si #Cuba ha probado la eficacia de una #casiVacuna para el #COVID19, ¿Porqué la noticia tiene tan poco eco en los #MCS españoles y europeos? El #CIBG258 es un péptido que se usaba para otros fines que ha sido capaz de frenar la mortal inflamación pulmonar https://www.prensa-latina.cu/index.php?o=rn&amp;id=372305&amp;SEO=vacuna-cigb-258-para-complicados-de-covid-19-de-cuba-y-el-mundo-video",,,#Cuba #casiVacuna #COVID19 #MCS #CIBG258,1270143543219191809,https://twitter.com/luigiaguilar/status/1270143543219191809
2020-06-08 23:59:51,Tandioymm1998,RevistaSemana,0,0,0,"Porque ? Colombia no reconoce los casos de Covid19 de Connacionales Venezolanos que llegan a Venezuela por Táchira, apure, Zulia, Amazonas en total 1.587 !! Deben reconocer que No les proporcionan asistencia médica ",,,,1270143536403537921,https://twitter.com/Tandioymm1998/status/1270143536403537921
2020-06-08 23:59:49,JoelBaccas,,1,11,12,"I presume #Brexiters will step aside and let #Remainers have priority for medicines like the principled patriots they are #COVID19 #NHS drug stockpiles meant for no-deal Brexit 'used up entirely' in pandemic",,,#Brexiters #Remainers #COVID19 #NHS,1270143528124002304,https://twitter.com/JoelBaccas/status/1270143528124002304
2020-06-08 23:59:49,Much_Truth,,0,0,0,"People who work in hospitals wear proper gear and take proper precautions. But in Texas people are out and about thinking #COVID19 is over and done with. This was in the news just last week. Take precautions please. ",,,#COVID19,1270143526228176896,https://twitter.com/Much_Truth/status/1270143526228176896
2020-06-08 23:59:48,TimKirbyLA,,1,0,0,"A criminal of some kind, WTF obviously people aren't taking this seriously, my face being covered is called my personal PPE Personal Protective Equipment. Like what WTF because I'm protecting myself from #Covid19 I'm going to get pisted off. You are supposed to be covered up",,,#Covid19,1270143522545389568,https://twitter.com/TimKirbyLA/status/1270143522545389568
2020-06-08 23:59:48,TimKirbyLA,,1,0,0,"What is up with people really ? Your supposed to cover your face when you are in public. It doesn't matter the population of the city county or state, it's like people aren't taking #COVID19 seriously in the #USA why? Someone confronted me because my face was covered As if I was",,,#COVID19 #USA,1270143520481787905,https://twitter.com/TimKirbyLA/status/1270143520481787905
2020-06-08 23:59:47,ANI,,2,10,122,"Karnataka: Forum Fiza Mall in Mangaluru reopened for public yesterday; Ministry of Home Affairs allowed opening of shopping malls from June 8 with certain precautionary measures amid #COVID19 outbreak. ",,,#COVID19,1270143517981995008,https://twitter.com/ANI/status/1270143517981995008
2020-06-08 23:59:45,alcanzandohoy,GobiernoMX,0,1,0,"Conferencia de Prensa #COVID19 | 8 de junio de 2020 @berthaliciag #NuevaNormalidad",,@berthaliciag,#COVID19 #NuevaNormalidad #NuevaNormalidad,1270143508956004357,https://twitter.com/alcanzandohoy/status/1270143508956004357
2020-06-08 23:59:44,UCIrvineHealth,,0,0,0,"We invite you to join us tomorrow evening (6//9/20 - 6:00 PM PT) for a public webinar: Public Health and Health Care Implications of #COVID19. #coronavirus #publichealth",,,#COVID19 #coronavirus #publichealth,1270143506456215552,https://twitter.com/UCIrvineHealth/status/1270143506456215552
2020-06-08 23:59:44,TrottoirRadio,citizentvkenya,0,0,0,"The generosity of the donor world towards Kenya is directly proportional to my personal suspicion of the superficiality and sociopolitical theory of #COVID19. But that’s just me. ",,,#COVID19,1270143506238124034,https://twitter.com/TrottoirRadio/status/1270143506238124034
2020-06-08 23:59:43,Olguita91718054,,0,0,1,"Una modesta pero emotiva bienvenida a los 52 médicos cubanos que regresan de Lombardia, Italia con el deber cumplido en su lucha contra #COVID19 #CubaSalvaVidas #SomosContinuidad",,,#COVID19 #CubaSalvaVidas #SomosContinuidad,1270143500961681409,https://twitter.com/Olguita91718054/status/1270143500961681409
2020-06-08 23:59:42,kathrynguylay,,1,1,1,"In times of trouble, love can be a cure – and that includes self-love. Take care of yourself, your body, your mind today. #COVID19 ",,,#COVID19,1270143495299371008,https://twitter.com/kathrynguylay/status/1270143495299371008
2020-06-08 23:59:40,WithheldStorm,,0,0,1,"They read my mind. #COVID19 ",,,#COVID19,1270143489884520449,https://twitter.com/WithheldStorm/status/1270143489884520449
2020-06-08 23:59:37,Defensordelciu1,diegopanzenu,0,1,1,"Papi me cuentan que el que la tiene maluca es lormandi porque la auditora del covid19 de la @GobCordoba_ le encontró una perla fuerte de corrupción y el tema es que esa mujer es incorruptible y pasó el informe ya está en el despacho de @orlandobenitezm ni modo comprarla",,@GobCordoba_ @orlandobenitezm,,1270143475309252609,https://twitter.com/Defensordelciu1/status/1270143475309252609
2020-06-08 23:59:37,covid19espa,,0,0,0,"Venezuela informa 96 nuevos casos de #coronavirus (90 son connacionales que retornaron al país desde Colombia y seis forman parte del ""personal de apoyo logístico) elevando el total a 2,473 casos y 22 muertos. #COVID19 #Covid19espa #COVIDー19 #COVID",,,#coronavirus #COVID19 #Covid19espa #COVID #COVID,1270143475049209856,https://twitter.com/covid19espa/status/1270143475049209856
2020-06-08 23:59:36,Debora_D_Diniz,,2,18,290,"849 mortes em um dia por covid19 no Brasil. As notícias contam cada pessoa, como quem conta um povo desgarrado.",,,,1270143473774202881,https://twitter.com/Debora_D_Diniz/status/1270143473774202881
2020-06-08 23:59:36,mrslindachibani,DrTedros,0,0,0,"Well, just to let you know #COVID19 #coronavirus",,,#COVID19 #coronavirus,1270143472083836929,https://twitter.com/mrslindachibani/status/1270143472083836929
2020-06-08 23:59:35,Ricar_peralta,,0,9,12,"Actualización de la situación del #COVID19 en México. 08 de junio del 2020. Sigamos las indicaciones de las autoridades de @SSalud_mx. Salvemos vidas. #QuedateEnCasa #GraciasPorCuidarnos",,@SSalud_mx,#COVID19 #QuedateEnCasa #QuedateEnCasa #GraciasPorCuidarnos,1270143467793063936,https://twitter.com/Ricar_peralta/status/1270143467793063936
2020-06-08 23:59:35,KhandelwalMD,,1,3,4,"Many questions about #COVID19 and #ClinicianWellBeing. Check out https://www.onlinejacc.org/content/75/20/2627 by @ShashankSinhaMD @GarimaVSharmaMD and Michael Cullen @Pooh_Velagapudi @ScottLillyMDPhD @ACCinTouch #ACCEarlyCareer #ACCFIT #ACCCVT",,@ShashankSinhaMD @GarimaVSharmaMD @Pooh_Velagapudi @ScottLillyMDPhD @ACCinTouch,#COVID19 #ClinicianWellBeing #ACCEarlyCareer #ACCFIT #ACCCVT,1270143467319107585,https://twitter.com/KhandelwalMD/status/1270143467319107585
2020-06-08 23:59:34,ItssRex,TRUMP_COVID19,1,0,1,"Have yo watched her?",,,,1270143465175896071,https://twitter.com/ItssRex/status/1270143465175896071
2020-06-08 23:59:34,hiro_5,,1,2,12,"血液O型の人はCOVID19陽性の可能性が9％から18％低いという統計が出たらしい 他の血液型はほとんど違いがなかったらしいが O型のσ(ﾟ∀ﾟ )ちょっと安心 感染リスクはあるので油断は禁物ね 23andMe Provides More Evidence That Blood Type Plays Role in Virus https://www.bloomberg.com/news/articles/2020-06-08/23andme-provides-more-evidence-that-blood-type-plays-role-in-virus @business",,@business,,1270143462688485376,https://twitter.com/hiro_5/status/1270143462688485376
2020-06-08 23:59:33,MfLcd4DAhuiZ3rY,,0,0,1,"COVID19の状況について 世界はまだまだ数年はこれと戦わねばならない 対策はただ一つ、国家間の人的閉鎖です 国家間のやりとりは全てテレワークで可能です 最低限の移動が必要な人には厳重な検査が必要です ただし輸出入は止めてはいけません むしろ困っている国を積極的に助ける 物流が重要です",,,,1270143459542708224,https://twitter.com/MfLcd4DAhuiZ3rY/status/1270143459542708224
2020-06-08 23:59:32,CNEGySR,SSalud_mx,0,0,0," Conferencia de Prensa #COVID19 8 de junio de 2020 #GraciasPorCuidarnos",,,#COVID19 #GraciasPorCuidarnos,1270143457160355840,https://twitter.com/CNEGySR/status/1270143457160355840
2020-06-08 23:59:32,tvnnoticias,,4,3,9,"Panamá reporta un total de 16,854 casos de COVID-19, de los cuales 429 son nuevos y se registra un total de 398 fallecidos. Hay 10,401 recuperados. Detalles de Lourdes Moreno del Ministerio de Salud (@minsapma) #NoticiasTVN #COVID19 ",,@MINSAPma,#NoticiasTVN #COVID19,1270143454719488001,https://twitter.com/tvnnoticias/status/1270143454719488001
2020-06-08 23:59:30,USEmbassySeoul,,0,3,6,"The United States government supports 9,556 labs and health facilities around the world to prepare communities and countries to better prevent, defect, and treat diseases like #COVID19. https://www.usaid.gov/",,,#COVID19,1270143447370850309,https://twitter.com/USEmbassySeoul/status/1270143447370850309
2020-06-08 23:59:29,Big_G_09,CKOMNews,1,0,2,"It would've been better to pour this amount of time and loot into a vaccine Now people are gonna still be chilled up with the #COVID19 pandemic looming over our heads despite barley making a blip here #DropThePuck #CovidSK",,,#COVID19 #DropThePuck #CovidSK,1270143442417520640,https://twitter.com/Big_G_09/status/1270143442417520640
2020-06-08 23:59:29,ChuckMarche,janemiami,1,0,1,"No, my comment was that the FNC report (several) that I saw mentioned not only the presence of fentanyl and crystal meth and the positive test for Covid19.....",,,,1270143442014941190,https://twitter.com/ChuckMarche/status/1270143442014941190
2020-06-08 23:59:29,ampincivero,,0,0,0,"#Coronavirus So many people are becoming complacent about it, not taking precautions, not social distancing. More &amp; more places are opening up. The protests (though for a very good cause) put THOUSANDS at risk. I'm worried it will continue to spread. #StayHomeSaveLives #Covid19",,,#Coronavirus #StayHomeSaveLives #Covid19,1270143441645813760,https://twitter.com/ampincivero/status/1270143441645813760
2020-06-08 23:59:28,HLGatell,,59,442,1216,"Conferencia de prensa de la @SSalud_mx. Actualización del #COVID19 en México. Lunes 8 de junio 2020. ",,@SSalud_mx,#COVID19,1270143438537633792,https://twitter.com/HLGatell/status/1270143438537633792
2020-06-08 23:59:28,petercamero,,0,0,0,"via @NYTimes. During the #COVID19 pandemic, the behaviour of many CEOs and senior management of US healthcare corporations (including even some major non-profits)shows the American ‘system’ at its worst. ",,@nytimes,#COVID19,1270143436822212610,https://twitter.com/petercamero/status/1270143436822212610
2020-06-08 23:59:27,Fast_Mag,,1,5,6,"#NASCAR e #IndyCar reiniciaron sus temporadas en tiempos del #COVID19, con medidas especiales y a puerta cerrada. ¿Crees que las series europeas adopten muchas de estas normas sanitarias? ",,,#NASCAR #IndyCar #COVID19,1270143434666303489,https://twitter.com/Fast_Mag/status/1270143434666303489
2020-06-08 23:59:27,HubFlyer,BostonGlobe,0,0,0,"Kids don't get it in large numbers, they are not hospitalized, the don't spread it and they don't die from it. Yet Alicia Zagel, Children’s Minnesota Research Institute, Would wait until fall to send her kid to summer camp/school/day care. What about science? #COVID19",,,#COVID19,1270143432858755073,https://twitter.com/HubFlyer/status/1270143432858755073
2020-06-08 23:59:26,ThermalPR,,0,1,0,"Take a moment to read this op-ed by #CRISPR pioneer Jennifer Doudna in @TheEconomist on how #COVID19 is spurring science to accelerate. A change is under way in the respect for scientists, dissemination of research and forms of collaboration. https://buff.ly/2XAyv52",,@TheEconomist,#CRISPR #COVID19,1270143429633286144,https://twitter.com/ThermalPR/status/1270143429633286144
2020-06-08 23:59:24,DIPR_COVID19,Deepakkumard91,1,0,0,"Dear Sir, For all the international travelers returning to Karnataka should undergo mandatory 7 days of Institutional Quarantine and followed by 7 days of Home Quarantine. Regards, #COVID19Karnataka",,,#COVID19Karnataka,1270143421957550080,https://twitter.com/DIPR_COVID19/status/1270143421957550080
2020-06-08 23:59:23,DaLilSeagull,FrankLuntz,0,0,0,"On the same day the WHO says, ""Oops, only rarely do people get Covid19 from asymptomatic folks."" Sheesh",,,,1270143415477342208,https://twitter.com/DaLilSeagull/status/1270143415477342208
2020-06-08 23:59:21,KimAnhPham16,WHO,0,0,0,"We don't want your covid19 vaccines to damage our DNA",,,,1270143408284278784,https://twitter.com/KimAnhPham16/status/1270143408284278784
2020-06-08 23:59:21,Anil_Ambedkarit,MahendiAmbedkar,0,1,1,"This is really sad news. The area so consisted and populated. No facility of personal toilet so misty 90% of family use to public toilet now treating COVID19 patient at home may spread to others. @DMNewDelhi",,@DMNewDelhi,,1270143406988161025,https://twitter.com/Anil_Ambedkarit/status/1270143406988161025
2020-06-08 23:59:20,HBarrera2017,SantaFe,0,0,0,"Tenemos que agradecerle al COVID19, que nos haya librado de la epidemia del fútbol por tres meses, aunque la Tv nos sigue castigando con partidos viejos.",,,,1270143406908616704,https://twitter.com/HBarrera2017/status/1270143406908616704
2020-06-08 23:59:20,LlMatthew,,0,0,1,"Penalty for violating Gov. Whitmer’s coronavirus safety guidelines isn’t legal, court rules https://www.mlive.com/public-interest/2020/06/penalty-for-violating-gov-whitmers-coronavirus-safety-guidelines-isnt-legal-court-rules.html #COVID19 #ONEPureMichigan #PureMichigan #LiberateMichigan #NotMyGovernor",,,#COVID19 #ONEPureMichigan #PureMichigan #LiberateMichigan #NotMyGovernor,1270143404899516419,https://twitter.com/LlMatthew/status/1270143404899516419
2020-06-08 23:59:18,DokterPodcast,,0,1,4,"Malaysia (tetangga kita) di urutan ke-3 approval rating worldwide dari cara menangani #COVID19. Kita harus byk belajar sepertinya +95 +87 +87 +78 +73 +67 +64 +61 +58 +56 +46 +36 +31 +19 +18 -2 -4 -9 -12 -15 -15 ",,,#COVID19,1270143398020657152,https://twitter.com/DokterPodcast/status/1270143398020657152
2020-06-08 23:59:18,SilasladAlves,,0,0,5,"Quase tive um orgasmo, escutando o Mandetta falando no JN ainda agora que ocultar os números da Covid19 são práticas de países como Venezuela e Coreia do norte... Não era o PT que ia transformar o país na Venezuela???",,,,1270143397353984002,https://twitter.com/SilasladAlves/status/1270143397353984002
2020-06-08 23:59:18,LaCmkc,,0,3,4,"En imágenes regreso y recibimiento a los 52 internacionalistas que durante dos meses ayudaron a contener la #Covid19 en #Italia. ¡Bienvenidos a casa! ",,,#Covid19 #Italia,1270143396712198146,https://twitter.com/LaCmkc/status/1270143396712198146
2020-06-08 23:59:18,CortopassiKiki,,2,12,27,"A OMS acaba de declarar q todas as pessoas q não possuem sintomas, não transmitem o Covid19. Ou seja, quem ficou em casa, usou máscara, morreu de medo, perdeu emprego, teve empresa falida e etc, foi feito de trouxa! #BolsonaroTrabalhaPeloPovo",,,#BolsonaroTrabalhaPeloPovo,1270143396036796416,https://twitter.com/CortopassiKiki/status/1270143396036796416
2020-06-08 23:59:17,i_am4tunate,GovRonDeSantis,1,1,1,"#Florida .. I never thought we could have another Governor that could be worse than Rick Scott .. sadly I was wrong #Desantis will do anything for Trumps approval even LIE about #COVID19 deaths ",,,#Florida #Desantis #COVID19,1270143393218338816,https://twitter.com/i_am4tunate/status/1270143393218338816
2020-06-08 23:59:16,factorquatro,,0,0,0,"Conferencia de Prensa #COVID19 | 8 de junio de 2020 #GraciasPorCuidarnos",,,#COVID19 #GraciasPorCuidarnos,1270143389556596737,https://twitter.com/factorquatro/status/1270143389556596737
2020-06-08 23:59:15,MarioArceZ,Reuters,0,0,0,"Se veía venir. VW ha tenido enormes pérdidas a causa del Covid19 ",,,,1270143385555402752,https://twitter.com/MarioArceZ/status/1270143385555402752
2020-06-08 23:59:15,DrewKaredes,,3,3,4,"Reluctant -OR- ready to make reservations for outdoor dining? How day one of phase two played out across MA #Boston25 AT 10/11 #COVID19 #reopeningMA",,,#Boston25 #COVID19 #reopeningMA,1270143383676256257,https://twitter.com/DrewKaredes/status/1270143383676256257
2020-06-08 23:59:12,Covid19CM,,0,1,1,"A #Bertoua, l'#OMS forme 230 personnels soignants pour mieux prendre en charge des patients de la Covid-19 #Covid19CM #Covid19CMR #Team237",,,#Bertoua #OMS #Covid19CM #Covid19CMR #Team237,1270143370548121600,https://twitter.com/Covid19CM/status/1270143370548121600
2020-06-08 23:59:11,shoshie_hemley,,0,0,1,"low grade fever. Is it an infection from my wisdom tooth surgery? Heat exhaustion from yesterday? Covid19? Who knows but the Jewish hypochondriac in me is freaking out",,,,1270143366613925891,https://twitter.com/shoshie_hemley/status/1270143366613925891
2020-06-08 23:59:11,SHEROFoundation,,0,0,0,"What does it mean to empower youth? https://qoo.ly/36fbma #freedom #endsextrafficking #stopmoderndayslavery #endchildsextrafficking #stophumantrafficking #lasvegas #COVID19 #nonprofit #endtrafficking #raiseyourvoice #humantraffickingawareness #humantraffickingisreal #humantr",,,#freedom #endsextrafficking #stopmoderndayslavery #endchildsextrafficking #stophumantrafficking #lasvegas #COVID19 #nonprofit #endtrafficking #raiseyourvoice #humantraffickingawareness #humantraffickingisreal #humantr,1270143365800177667,https://twitter.com/SHEROFoundation/status/1270143365800177667
2020-06-08 23:59:11,florbuasso,,1,0,2,"Es triste ver fila de ambulancias, compañeros aislados, nosotros también estamos sin ver a nuestras familias y sin descanso. Sigan pensando q lo mejor es liberar todo y q explote total. Ya no va a quedar gente para que te atienda. Si un personal de salud contrae #COVID19",,,#COVID19,1270143365250678785,https://twitter.com/florbuasso/status/1270143365250678785
2020-06-08 23:59:10,Korban_delusi48,kompascom,0,3,1,"Musuh demokrasi, udahlah turun ke jalan semua, taik kucing tuh covid19 ",,,,1270143361320546306,https://twitter.com/Korban_delusi48/status/1270143361320546306
2020-06-08 23:59:09,369Nike,,0,0,0,"Conferencia de Prensa #COVID19 | 8 de junio de 2020 #GraciasPorCuidarnos https://youtu.be/iE0zopnXnZw vía @YouTube",,@YouTube,#COVID19 #GraciasPorCuidarnos,1270143357419958272,https://twitter.com/369Nike/status/1270143357419958272
2020-06-08 23:59:08,Jmora66Jose,zoerobledo,0,0,0,"No te ves tan madreado. En serio tienes COVID19???? Puedes mostrar el resultado de la prueba que te realizaste? ",,,,1270143355419275264,https://twitter.com/Jmora66Jose/status/1270143355419275264
2020-06-08 23:59:08,Klebodiamond3,AMAs,0,0,0,"Music is like a dream without music, life would be a mistake “I can chase you, and I can catch you, but there is nothing I can do to make you mine.” ...https://cutt.ly/HmgBaby #BlackLivesMatter #冷やして食べるしっとり食感のバウム #ファミマスイーツ部 #BLM #COVID19 ",,,#BlackLivesMatter #BlackLivesMatter #BLM #COVID19,1270143353414352906,https://twitter.com/Klebodiamond3/status/1270143353414352906
2020-06-08 23:59:08,carlosrro,,0,0,0,"Congresso passará a ignorar dados do governo sobre covid19 ",,,,1270143352781131777,https://twitter.com/carlosrro/status/1270143352781131777
2020-06-08 23:59:07,EPLOCmx,,1,11,9,"Con @tatclouthier, @kenialopezr, @EnriqueOchoaR, @JuanZepeda_ y @RaulBCCue conversaremos sobre la agenda política post-#COVID19. ¡No te pierdas la mesa política del webinar #AgendaPostCOVID! Regístro aquí https://us02web.zoom.us/webinar/register/WN_grcb12GEQ5uAYbZlHFPBQQ",,@tatclouthier @kenialopezr @EnriqueOchoaR @JuanZepeda_ @RaulBCCue,#COVID19 #AgendaPostCOVID,1270143351917023232,https://twitter.com/EPLOCmx/status/1270143351917023232
2020-06-08 23:59:07,LorrieLife,KCDurling,0,0,0,"65k people died from the seasonal flu here every year. How many of the 11000 people were confirmed COVID19 deaths. Because hospitals received more money for every COVID19 death. Follow the $$% and question everything! These problems are from the Wuhan virus, not our President!",,,,1270143350201552896,https://twitter.com/LorrieLife/status/1270143350201552896
2020-06-08 23:59:06,cultura_mx,,2,54,83,"Conferencia de Prensa #COVID19 | 8 de junio de 2020 #GraciasPorCuidarnos ",,,#COVID19 #GraciasPorCuidarnos,1270143346300686337,https://twitter.com/cultura_mx/status/1270143346300686337
2020-06-08 23:59:06,Movilgas1,elcolombiano,0,0,0,"Están matando a la gente se callo de un 5to piso covid19",,,,1270143345625632768,https://twitter.com/Movilgas1/status/1270143345625632768
2020-06-08 23:59:04,gmitchew,tmafaisal,0,1,1,"#COVID19 @tv2newsdk @DR1TV @MEDIABLIKK #COVID19dk #dkpol #dkmedier",,@tv2newsdk @DR1TV @MEDIABLIKK,#COVID19 #COVID19dk #dkpol #dkmedier,1270143339455819776,https://twitter.com/gmitchew/status/1270143339455819776
2020-06-08 23:59:03,beverleywang,,2,1,9,"If, alongside eliminating #Covid19, we could eliminate the serial licking of fingers after eating, that would be a double blessing.",,,#Covid19,1270143334539878400,https://twitter.com/beverleywang/status/1270143334539878400
2020-06-08 23:59:03,Dereckb,,4,64,28,"ÚLTIMA HORA Delcy Rodríguez informa de 96 nuevos casos importados de #covid19, en Vzla. Con esto la cifra aumenta a 2.473 de contagios en el país.",,,#covid19,1270143334456180737,https://twitter.com/Dereckb/status/1270143334456180737
2020-06-08 23:59:03,TexasHotMomma,,0,0,0,"Infuriating: We may have shut down the country for nothing #COVID19 ",,,#COVID19,1270143333583781888,https://twitter.com/TexasHotMomma/status/1270143333583781888
2020-06-08 23:59:03,DanielUribeF,,0,2,5,"#COVID19 Junio 6. 2020 35 municipios con mayor tasa de mortalidad en México. #Veracruz, #Coatzacoalcos, #PozaRica y #Minatitlán entre estos 35 municipios.",,,#COVID19 #Veracruz #Coatzacoalcos #PozaRica #Minatitl,1270143333306859523,https://twitter.com/DanielUribeF/status/1270143333306859523
2020-06-08 23:59:03,MarisaOzbat,thomaschattwill,0,0,0,"The whole grim reaper getup is bizarre & over the top but at least protesters are wearing masks conscious of #COVID19. There were also economically untenable conditions when govnt decided to loot ppl for Corp over giving adequate aid to truly continue making #stayhome arguments",,,#COVID19 #stayhome #stayhome,1270143332916891652,https://twitter.com/MarisaOzbat/status/1270143332916891652
2020-06-08 23:59:03,fredrick4211,,3,4,5,"Due to #COVID19 aka #Coronavirus Ill be sending the first 500 people to like &amp; retweet this $300 -$1500 through CashApp, Apple Pay #, Venmo drop all tags in comments) dm me and retweet and follow me to be able to see your dm..",,,#COVID19 #Coronavirus,1270143331973115904,https://twitter.com/fredrick4211/status/1270143331973115904
2020-06-08 23:59:02,wanmuhdpuzi,,1,0,0,"Senang rupanya nak jatuhkan USA yang dikatakan negara paling kuat di dunia... Lantik sahaja orang bodoh jadi Presiden mereka, kita tengok sahaja apa yang beliau buat.. Jumlah pesakit Covid19 mencanak naik dia buat bodoh, kene pulak episod rusuhan perkauman yang semakin melarat",,,,1270143329531867136,https://twitter.com/wanmuhdpuzi/status/1270143329531867136
2020-06-08 23:59:01,_BarbaraCabrera,,0,7,4,"Esta es la conferencia número 101 | Reporte técnico diario para actualizar la información y acciones acerca del #COVID19 en #México ",,,#COVID19 #M,1270143325731844097,https://twitter.com/_BarbaraCabrera/status/1270143325731844097
2020-06-08 23:59:01,thewheelman518,,0,0,0,"Very well said, @qanon_obiwan. Please, tak a listen and share. #georgefloyd #covid19 #coronavirus #covid1984 #scamdemic #plandemic #falseflag #divideandconquer #antifa #tedtalk #standtogether #wethepeople #america #liberty #peace #wwg1wga",,@qanon_obiwan,#georgefloyd #covid19 #coronavirus #covid1984 #scamdemic #plandemic #falseflag #divideandconquer #antifa #tedtalk #standtogether #wethepeople #america #liberty #peace #wwg1wga,1270143324855418881,https://twitter.com/thewheelman518/status/1270143324855418881
2020-06-08 23:59:00,MinTransporteCo,,1,3,6,"Si vas a ingresar a los sistemas de transporte, es importante que mantengas los dos metros de distancia en las estaciones y portales, y si estás dentro de los buses, un metro de distancia con los demás usuarios. ¡#EntreTodosNosCuidamos y protegemos del Covid19! ",,,#EntreTodosNosCuidamos,1270143319763496962,https://twitter.com/MinTransporteCo/status/1270143319763496962
2020-06-08 23:58:59,COVID_Australia,,37,18,221,"09/06/2020 10am Total 7,265 0* Tests-1.63m Recovered-6,706 Community-615 Deaths-102 ICU-3 Active-457 NSW-3,112 VIC-1,687 0* QLD-1,062 WA-599 SA-440 TAS-228 ACT-108 NT-29",,,,1270143315996897280,https://twitter.com/COVID_Australia/status/1270143315996897280
2020-06-08 23:58:59,LWLOttawa,,0,0,2,"To Be Clear~~this is exciting news for the business owners who after 85 days,can resume with safety measures.Many have closed during #COVID19 .This is not about me or my hair. #LOCAL #ottcity businesses trying to survive/feed their families/not go bankrupt #entrpreneur #life",,,#COVID19 #LOCAL #ottcity #entrpreneur #life,1270143315212668928,https://twitter.com/LWLOttawa/status/1270143315212668928
2020-06-08 23:58:58,PedroRuasPsol,,4,10,91,"O MUNDO INTEIRO fica estarrecido com o comportamento do governo federal, no sentido de esconder as informações sobre a Covid19, o que fez a imprensa internacional chamar o caso de ""APAGÃO DE DADOS"" no Brasil !",,,,1270143310515122177,https://twitter.com/PedroRuasPsol/status/1270143310515122177
2020-06-08 23:58:57,diogenesosilva,oluquinha_meu,1,0,3,"Vou fingir que você está sendo honesto, mas seria mais para outra pessoa que esteja lendo: assintomático e pré-sintomático são coisas diferentes.",,,,1270143306899632128,https://twitter.com/diogenesosilva/status/1270143306899632128
